Date,spread
2023-10-05,652.8036762642392
2023-10-06,657.4265378222605
2023-10-09,654.1283653013913
2023-10-10,665.052802030177
2023-10-11,664.2471405287861
2023-10-12,663.5184489797938
2023-10-13,663.1645161079892
2023-10-16,664.3850318186346
2023-10-17,664.7486210195325
2023-10-18,658.5962215942392
2023-10-19,651.5397171337196
2023-10-20,647.1340383868504
2023-10-23,647.411958963852
2023-10-25,635.4214180742496
2023-10-26,634.070231087677
2023-10-27,637.0868444520205
2023-10-30,646.224931676521
2023-10-31,638.3244589547278
2023-11-01,637.4002336553384
2023-11-02,642.8396767619902
2023-11-03,655.2951037031548
2023-11-06,664.8856433186486
2023-11-07,668.8348822194789
2023-11-08,655.806263565474
2023-11-09,658.468327649788
2023-11-10,658.641070924662
2023-11-13,655.0188035099995
2023-11-15,658.7676246994813
2023-11-16,652.9909599456907
2023-11-17,639.5542898616291
2023-11-20,639.1395197300105
2023-11-21,641.4250976331749
2023-11-22,639.0882776476003
2023-11-23,637.7407141738222
2023-11-24,642.116952637979
2023-11-28,638.8792686179358
2023-11-29,647.2977881754149
2023-11-30,642.7513183873098
2023-12-01,655.0209518682734
2023-12-04,689.2952186185523
2023-12-05,708.7479559536822
2023-12-06,697.8874623840467
2023-12-07,693.1905682680919
2023-12-08,700.7913342625807
2023-12-11,707.3891386929117
2023-12-12,708.991383898682
2023-12-13,707.8813271464148
2023-12-14,723.952919325438
2023-12-15,726.5040073040477
2023-12-18,710.8450934608313
2023-12-19,705.4068222520061
2023-12-20,695.9343519800655
2023-12-21,688.2883495538904
2023-12-22,681.1644244664826
2023-12-26,679.8425278275365
2023-12-27,683.1299559660558
2023-12-28,686.3932610855709
2023-12-29,676.4432879960299
