Date,ret,vol
2023-06-30,-7.406525379839536,5.231449397972308
2023-07-03,4.4628874599868595,5.490900257497842
2023-07-04,0.5826969272563929,4.927908321840124
2023-07-05,23.088798780497996,11.625466503462935
2023-07-06,1.0667900887763153,11.339564072285903
2023-07-07,-10.121772434728086,12.084423243230312
2023-07-10,2.6869658835165637,12.086750907603705
2023-07-11,-1.9248762047375294,12.286396074115242
2023-07-12,2.2761984876804036,5.3022214722248835
2023-07-13,9.626050060580383,7.244380623035333
2023-07-14,3.65771187368523,4.149212143276322
2023-07-17,2.233963572213156,4.169867551013051
2023-07-18,6.893016495196775,3.234039230399251
2023-07-19,-3.35245333456146,4.927961940329132
2023-07-20,21.116105950478868,9.170219853326817
2023-07-21,3.7470786614867393,9.164331272971184
2023-07-24,-5.400041925368214,10.512011047192848
2023-07-25,-0.6633372048238471,10.642436325140412
2023-07-26,2.7966466038454882,10.050757207043766
2023-07-27,-2.897014004309426,3.8303698642689024
2023-07-28,11.25726279827586,6.468221848521185
2023-07-31,0.6611212603825152,5.452788527536955
2023-08-01,-5.702461417720542,6.4887408724473365
2023-08-02,-3.5078587014925233,6.715127244445297
2023-08-03,-19.424400269878788,11.106375778158199
2023-08-04,1.114674417282913,8.359570529957795
2023-08-07,5.237545741527356,9.374205111412538
2023-08-08,4.425518706321213,10.10353313181386
2023-08-09,0.6837807172811381,10.165542145114095
2023-08-10,-5.85546933026626,4.379729373267012
2023-08-11,-8.045251101541794,5.999400756872355
2023-08-14,8.08323673414327,6.787926217941491
2023-08-16,-2.1669915288183574,6.3018783461105645
2023-08-17,-3.1858254128749195,6.209700375970504
2023-08-18,0.20278478254806487,5.910258771079236
2023-08-21,4.739081094234052,4.767370075712393
2023-08-22,-1.9327943528392098,3.1615823817659607
2023-08-23,14.012099288171385,6.972100810655431
2023-08-24,3.4131128060732863,6.138240411285942
2023-08-25,4.6831889470608985,5.74383962103385
2023-08-28,-2.8142155665261726,6.732244186188516
2023-08-29,-5.064386228129706,7.466439981761477
2023-08-30,-6.659342758671528,5.079303801895922
2023-08-31,1.173154079698179,4.640828894049586
2023-09-01,9.27246270433534,6.362391234507557
2023-09-04,-3.1344913936118246,6.389063529579535
2023-09-05,2.8005948248672894,6.061895056922816
2023-09-06,-14.562971937454336,8.847890229314116
2023-09-07,5.281660859601743,9.268218957016932
2023-09-08,2.569891115620294,7.973730370699221
2023-09-11,6.102670839679263,8.525044261865593
2023-09-12,11.21557541332038,9.837570887545374
2023-09-13,-1.9703771182490755,4.841791069219431
2023-09-14,-1.8997538328786732,5.608302066378574
2023-09-15,1.2725274063559482,5.674571250197487
2023-09-18,3.7314699314457584,5.438796598523761
2023-09-20,8.891399942023213,4.527428751499464
2023-09-21,-25.72519066313896,13.437769464333332
2023-09-22,-4.601951558468841,13.449564409426106
2023-09-25,5.752215668678559,13.968374161877476
2023-09-26,-8.797158569596718,13.71712051002869
2023-09-27,-3.583063799274669,11.544946043855578
2023-09-28,0.07861349525740025,5.468774323579335
2023-09-29,8.746632272843499,7.05089558994048
2023-10-03,-8.173486295363432,7.176918055920339
2023-10-04,-14.08265367916863,8.610751445889726
2023-10-05,9.577367359853952,10.372955229586422
2023-10-06,4.622861558021214,10.6610504214497
2023-10-09,-3.298172520869116,9.530460725988656
2023-10-10,10.924436728785622,10.363949526137096
2023-10-11,-0.8056615013908868,6.23682796715254
2023-10-12,-0.7286915489922876,5.696729758433441
2023-10-13,-0.35393287180454536,5.588866861075183
2023-10-16,1.2205157106453726,5.027387123002481
2023-10-17,0.36358920089787716,0.8527456824332901
2023-10-18,-6.152399425293311,2.9044602461405704
2023-10-19,-7.056504460519591,3.895362458948384
2023-10-20,-4.405678746869171,3.784273101391248
2023-10-23,0.2779205770016233,3.5230908176513243
2023-10-25,-11.990540889602471,4.440991535228502
2023-10-26,-1.351186986572543,4.86249512342648
2023-10-27,3.0166133643434705,5.7534527156504565
2023-10-30,9.13808722450051,7.715492794621007
2023-10-31,-7.900472721793221,8.427697036484213
2023-11-01,-0.9242252993893771,6.2633621162327096
2023-11-02,5.4394431066517654,6.520796764351363
2023-11-03,12.45542694116466,8.142379264691275
2023-11-06,9.590539615493753,8.220871023608904
2023-11-07,3.9492389008303235,5.171487852991546
2023-11-08,-13.028618654004958,9.928351527699647
2023-11-09,2.662064084314011,9.882979583668392
2023-11-10,0.17274327487405117,8.399362596980223
2023-11-13,-3.622267414662474,6.821065404626021
2023-11-15,3.7488211894817596,6.778013650744927
2023-11-16,-5.7766647537905556,4.064344219717837
2023-11-17,-13.436670084061689,6.5109545250345455
2023-11-20,-0.41477013161852483,6.426475990428152
2023-11-21,2.2855779031643806,7.007241819302102
2023-11-22,-2.336819985574607,6.068674624793009
2023-11-23,-1.3475634737781093,6.056043661124761
2023-11-24,4.376238464156813,2.7618187199952913
2023-11-28,-3.2376840200431616,3.2450360588449723
2023-11-29,8.418519557479044,5.0220635342537365
2023-11-30,-4.546469788105128,5.4842564173806885
2023-12-01,12.269633480963648,7.280084181938693
2023-12-04,34.27426675027891,15.669524304578992
2023-12-05,19.452737335129882,14.30815695613666
2023-12-06,-10.860493569635537,18.237570682927878
2023-12-07,-4.696894115954819,18.26790769396844
2023-12-08,7.600765994488825,18.24781869710851
2023-12-11,6.597804430331053,11.771202179626284
2023-12-12,1.6022452057702594,7.808155034689566
2023-12-13,-1.1100567522671554,5.176568130898395
2023-12-14,16.071592179023128,6.597986612412495
2023-12-15,2.5510879786097576,6.706456833707554
2023-12-18,-15.658913843216396,11.307258717454522
2023-12-19,-5.438271208825199,11.600031369428983
2023-12-20,-9.472470271940665,12.255224921040636
2023-12-21,-7.646002426175073,6.615911976450723
2023-12-22,-7.12392508740777,3.9553816793704777
2023-12-26,-1.3218966389461002,3.083413048081479
2023-12-27,3.287428138519317,5.2972208513152585
2023-12-28,3.263305119515053,5.343428989275293
2023-12-29,-9.949973089541004,6.018615523206435
