Date,pnl,sharpe,max_dd
2023-01-10,6.536709473179485,-0.07089553572016521,137.14128788142636
2023-01-11,-0.7936864190637607,-0.07089553572016521,137.14128788142636
2023-01-12,-7.0882144059327175,-0.07089553572016521,137.14128788142636
2023-01-13,12.361824006221013,-0.07089553572016521,137.14128788142636
2023-01-16,-5.296581276529878,-0.07089553572016521,137.14128788142636
2023-01-17,-4.352579794545591,-0.07089553572016521,137.14128788142636
2023-01-18,-0.841893753097338,-0.07089553572016521,137.14128788142636
2023-01-19,-4.52005118428508,-0.07089553572016521,137.14128788142636
2023-01-20,1.0926885823456587,-0.07089553572016521,137.14128788142636
2023-01-23,-0.8626526380298856,-0.07089553572016521,137.14128788142636
2023-01-24,-4.972131780855193,-0.07089553572016521,137.14128788142636
2023-01-25,-6.747747375552194,-0.07089553572016521,137.14128788142636
2023-01-27,-31.544680909051067,-0.07089553572016521,137.14128788142636
2023-01-30,0.0,-0.07089553572016521,137.14128788142636
2023-01-31,0.0,-0.07089553572016521,137.14128788142636
2023-02-01,0.0,-0.07089553572016521,137.14128788142636
2023-02-02,0.0,-0.07089553572016521,137.14128788142636
2023-02-03,-0.0,-0.07089553572016521,137.14128788142636
2023-02-06,8.661157548083679,-0.07089553572016521,137.14128788142636
2023-02-07,1.3757789324307623,-0.07089553572016521,137.14128788142636
2023-02-08,-6.280362603948674,-0.07089553572016521,137.14128788142636
2023-02-09,-2.2936744007662355,-0.07089553572016521,137.14128788142636
2023-02-10,-8.015201950990331,-0.07089553572016521,137.14128788142636
2023-02-13,-3.3720627125291003,-0.07089553572016521,137.14128788142636
2023-02-14,11.639316488287136,-0.07089553572016521,137.14128788142636
2023-02-15,6.021397244076525,-0.07089553572016521,137.14128788142636
2023-02-16,-0.23690534681077224,-0.07089553572016521,137.14128788142636
2023-02-17,-5.181696445309626,-0.07089553572016521,137.14128788142636
2023-02-20,-7.57151652414359,-0.07089553572016521,137.14128788142636
2023-02-21,0.9565568085081395,-0.07089553572016521,137.14128788142636
2023-02-22,-8.87891804240951,-0.07089553572016521,137.14128788142636
2023-02-23,2.46558025242598,-0.07089553572016521,137.14128788142636
2023-02-24,2.52864976723356,-0.07089553572016521,137.14128788142636
2023-02-27,15.710176937331653,-0.07089553572016521,137.14128788142636
2023-02-28,2.731989406881439,-0.07089553572016521,137.14128788142636
2023-03-01,-1.70529582743643,-0.07089553572016521,137.14128788142636
2023-03-02,0.18984441626503212,-0.07089553572016521,137.14128788142636
2023-03-03,8.638719065752639,-0.07089553572016521,137.14128788142636
2023-03-06,-2.841719056152897,-0.07089553572016521,137.14128788142636
2023-03-08,3.6918119470096826,-0.07089553572016521,137.14128788142636
2023-03-09,-15.908437846516335,-0.07089553572016521,137.14128788142636
2023-03-10,5.4986197880487,-0.07089553572016521,137.14128788142636
2023-03-13,10.389763364473083,-0.07089553572016521,137.14128788142636
2023-03-14,2.6746543693618605,-0.07089553572016521,137.14128788142636
2023-03-15,-0.3290391648372406,-0.07089553572016521,137.14128788142636
2023-03-16,-3.769363796249195,-0.07089553572016521,137.14128788142636
2023-03-17,8.404099359141128,-0.07089553572016521,137.14128788142636
2023-03-20,2.161526588743527,-0.07089553572016521,137.14128788142636
2023-03-21,12.494104216072515,-0.07089553572016521,137.14128788142636
2023-03-22,8.328225621082538,-0.07089553572016521,137.14128788142636
2023-03-23,-2.3906721930753747,-0.07089553572016521,137.14128788142636
2023-03-24,-2.5486219937304213,-0.07089553572016521,137.14128788142636
2023-03-27,-4.864266656121458,-0.07089553572016521,137.14128788142636
2023-03-28,3.6510341039916057,-0.07089553572016521,137.14128788142636
2023-03-29,-5.057646688477007,-0.07089553572016521,137.14128788142636
2023-03-31,21.89265980568814,-0.07089553572016521,137.14128788142636
2023-04-03,-6.2608610879917705,-0.07089553572016521,137.14128788142636
2023-04-05,7.000748194771518,-0.07089553572016521,137.14128788142636
2023-04-06,11.711646213554673,-0.07089553572016521,137.14128788142636
2023-04-10,5.016995336420791,-0.07089553572016521,137.14128788142636
